Date,Open PRs,Open Issues, Open Issues Mean Created Date, Open Issues Median Created Date, Open PRs Mean Date, Open PRs Median Date
2023-May-30 06:33:35,10,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2022-12-23 17:04:54.300000,2023-03-10 17:49:41
2023-May-31 06:34:50,10,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2022-12-23 17:04:54.300000,2023-03-10 17:49:41
2023-Jun-01 06:34:54,12,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2023-01-19 04:56:53.500000,2023-04-28 08:50:14
2023-Jun-02 06:33:34,13,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2023-01-29 11:18:25.307692,2023-04-28 08:50:14
2023-Jun-03 06:33:00,12,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2023-01-19 04:56:53.500000,2023-04-28 08:50:14
2023-Jun-04 06:32:52,12,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2023-01-19 04:56:53.500000,2023-04-28 08:50:14
2023-Jun-05 06:35:00,12,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2023-01-19 04:56:53.500000,2023-04-28 08:50:14
2023-Jun-06 06:33:27,11,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2023-01-07 03:50:47.818182,2023-03-10 17:49:41
2023-Jun-07 06:33:57,11,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2023-01-07 03:50:47.818182,2023-03-10 17:49:41
2023-Jun-08 06:34:11,11,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2023-01-07 03:50:47.818182,2023-03-10 17:49:41
2023-Jun-09 06:34:25,12,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2023-01-19 21:01:25.333333,2023-04-28 08:50:14
2023-Jun-10 06:33:04,10,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2022-12-23 17:04:54.300000,2023-03-10 17:49:41
2023-Jun-11 06:33:44,10,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2022-12-23 17:04:54.300000,2023-03-10 17:49:41
2023-Jun-12 06:35:11,10,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2022-12-23 17:04:54.300000,2023-03-10 17:49:41
2023-Jun-13 06:34:05,10,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2022-12-23 17:04:54.300000,2023-03-10 17:49:41
2023-Jun-14 06:34:12,10,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2022-12-23 17:04:54.300000,2023-03-10 17:49:41
2023-Jun-15 06:34:37,10,22,2022-12-11 16:52:04.909091,2023-01-06 17:35:32,2022-12-23 17:04:54.300000,2023-03-10 17:49:41
2023-Jun-16 06:33:59,10,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2022-12-26 14:38:04.500000,2023-03-10 17:49:41
2023-Jun-17 06:32:55,10,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2022-12-26 14:38:04.500000,2023-03-10 17:49:41
2023-Jun-18 06:33:12,10,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2022-12-26 14:38:04.500000,2023-03-10 17:49:41
2023-Jun-19 06:35:25,10,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2022-12-26 14:38:04.500000,2023-03-10 17:49:41
2023-Jun-20 06:35:14,10,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2022-12-26 14:38:04.500000,2023-03-10 17:49:41
2023-Jun-21 06:34:25,11,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2023-01-12 02:13:30,2023-03-10 17:49:41
2023-Jun-22 06:34:41,12,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2023-01-25 11:14:02.750000,2023-04-28 08:50:14
2023-Jun-23 06:39:35,12,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2023-01-25 11:14:02.750000,2023-04-28 08:50:14
2023-Jun-24 06:37:48,11,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2023-01-12 02:13:30,2023-03-10 17:49:41
2023-Jun-25 06:45:14,11,23,2022-12-19 18:56:08.391304,2023-01-06 17:35:32,2023-01-12 02:13:30,2023-03-10 17:49:41
